cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;06-0332-00;PIRAPETINGA(MG) - ITAPERUNA(RJ);CONVEN. C/ SANITมRIO;volta;22:30;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;03/02/2018;06-0332-61;PIRAPETINGA(MG) - ITAPERUNA(RJ);EXECUTIVO;ida;04:41;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;03/02/2018;06-0332-61;PIRAPETINGA(MG) - ITAPERUNA(RJ);EXECUTIVO;volta;08:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;06-0337-00;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITมRIO;ida;17:26;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;06-0337-00;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITมRIO;volta;16:39;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/01/2021;06-0337-31;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);SEMI-LEITO;ida;08:21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/01/2021;06-0337-31;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);SEMI-LEITO;volta;07:08;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/01/2021;06-0337-41;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);LEITO COM AR;ida;08:21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/01/2021;06-0337-41;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);LEITO COM AR;volta;07:08;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;00:16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;01:31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;10:16;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;12:31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;15:11;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;10:38;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;13:08;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;15:08;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;17:09;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;20:36;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;11/08/2020;06-0337-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;23:57;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;06-0351-00;ALEM PARAIBA(MG) - SAO FIDELIS(RJ);CONVEN. C/ SANITมRIO;ida;19:20;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;06-0351-00;ALEM PARAIBA(MG) - SAO FIDELIS(RJ);CONVEN. C/ SANITมRIO;volta;16:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/07/2016;06-0352-00;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITมRIO;ida;23:21;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/07/2016;06-0352-00;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITมRIO;volta;22:10;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;19/12/2019;06-0352-31;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);SEMI-LEITO;ida;01:01;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;19/12/2019;06-0352-31;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);SEMI-LEITO;volta;23:00;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;19/12/2019;06-0352-41;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);LEITO COM AR;ida;01:01;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;19/12/2019;06-0352-41;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);LEITO COM AR;volta;23:00;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;06-0352-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;00:31;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;06-0352-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;10:01;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;06-0352-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;15:02;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;06-0352-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;23:31;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;06-0352-61;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;22:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;04/08/2021;06-0497-00;MURIAE(MG) - ITAPERUNA(RJ);CONVEN. C/ SANITมRIO;ida;08:00;x;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;04/08/2021;06-0497-00;MURIAE(MG) - ITAPERUNA(RJ);CONVEN. C/ SANITมRIO;volta;06:00;x;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;20/06/2022;06-0544-00;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITมRIO;ida;00:31;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;20/06/2022;06-0544-00;PIRAPETINGA(MG) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITมRIO;volta;20:36;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0093-00;CABO FRIO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;10:40;;x;x;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0093-00;CABO FRIO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;08:30;;x;x;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0093-31;CABO FRIO(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;21:40;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0093-31;CABO FRIO(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;21:30;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/04/2022;07-0093-41;CABO FRIO(RJ) - SAO PAULO(SP);LEITO COM AR;ida;20:45;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/04/2022;07-0093-41;CABO FRIO(RJ) - SAO PAULO(SP);LEITO COM AR;volta;20:45;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;07/08/2018;07-0093-51;CABO FRIO(RJ) - SAO PAULO(SP);CAMA;ida;10:40;x;x;x;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;07/08/2018;07-0093-51;CABO FRIO(RJ) - SAO PAULO(SP);CAMA;ida;21:40;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;07/08/2018;07-0093-51;CABO FRIO(RJ) - SAO PAULO(SP);CAMA;volta;08:30;x;x;x;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;07/08/2018;07-0093-51;CABO FRIO(RJ) - SAO PAULO(SP);CAMA;volta;21:30;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;07-0093-61;CABO FRIO(RJ) - SAO PAULO(SP);EXECUTIVO;ida;10:40;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;07-0093-61;CABO FRIO(RJ) - SAO PAULO(SP);EXECUTIVO;volta;08:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0094-00;NITEROI(RJ) - SAO BERNARDO DO CAMPO(SP);CONVEN. C/ SANITมRIO;ida;21:35;x;x;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0094-00;NITEROI(RJ) - SAO BERNARDO DO CAMPO(SP);CONVEN. C/ SANITมRIO;volta;20:10;x;x;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;18/01/2023;07-0094-61;NITEROI(RJ) - SAO BERNARDO DO CAMPO(SP);EXECUTIVO;ida;21:35;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;18/01/2023;07-0094-61;NITEROI(RJ) - SAO BERNARDO DO CAMPO(SP);EXECUTIVO;volta;20:10;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-00;NITEROI(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;23:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-00;NITEROI(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;23:55;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-31;NITEROI(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;22:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-31;NITEROI(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;23:30;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-31;NITEROI(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;22:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-31;NITEROI(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;23:45;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-31;NITEROI(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;23:55;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;05/05/2023;07-0095-41;NITEROI(RJ) - SAO PAULO(SP);LEITO COM AR;ida;23:45;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;05/05/2023;07-0095-41;NITEROI(RJ) - SAO PAULO(SP);LEITO COM AR;volta;23:45;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;ida;22:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;ida;22:48;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;ida;23:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;ida;23:57;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;volta;19:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;volta;20:40;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;volta;22:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;volta;23:55;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-61;NITEROI(RJ) - SAO PAULO(SP);EXECUTIVO;ida;22:48;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-61;NITEROI(RJ) - SAO PAULO(SP);EXECUTIVO;ida;23:57;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-61;NITEROI(RJ) - SAO PAULO(SP);EXECUTIVO;volta;19:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0095-61;NITEROI(RJ) - SAO PAULO(SP);EXECUTIVO;volta;20:40;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0096-00;NOVA FRIBURGO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;20:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0096-00;NOVA FRIBURGO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;21:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;28/11/2018;07-0096-31;NOVA FRIBURGO(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;20:00;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;28/11/2018;07-0096-31;NOVA FRIBURGO(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;21:00;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0096-51;NOVA FRIBURGO(RJ) - SAO PAULO(SP);CAMA;ida;20:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0096-51;NOVA FRIBURGO(RJ) - SAO PAULO(SP);CAMA;volta;21:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0097-00;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CONVEN. C/ SANITมRIO;ida;23:38;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0097-00;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CONVEN. C/ SANITมRIO;volta;23:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0099-00;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CONVEN. C/ SANITมRIO;ida;08:06;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0099-00;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CONVEN. C/ SANITมRIO;volta;09:00;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/05/2021;07-0099-51;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CAMA;ida;08:06;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/05/2021;07-0099-51;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CAMA;ida;23:09;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/05/2021;07-0099-51;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CAMA;volta;09:00;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;12/05/2021;07-0099-51;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CAMA;volta;22:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;07-0099-61;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);EXECUTIVO;ida;22:36;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;07-0099-61;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);EXECUTIVO;ida;23:09;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;07-0099-61;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);EXECUTIVO;volta;21:50;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;06/02/2018;07-0099-61;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);EXECUTIVO;volta;22:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0100-00;RIO DE JANEIRO(RJ) - TOMBOS(MG);CONVEN. C/ SANITมRIO;ida;22:07;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0100-00;RIO DE JANEIRO(RJ) - TOMBOS(MG);CONVEN. C/ SANITมRIO;volta;21:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;29/08/2018;07-0100-61;RIO DE JANEIRO(RJ) - TOMBOS(MG);EXECUTIVO;ida;22:07;x;;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;29/08/2018;07-0100-61;RIO DE JANEIRO(RJ) - TOMBOS(MG);EXECUTIVO;volta;21:15;x;;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;07:31;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;11:31;;x;x;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;14:01;x;x;x;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;23:01;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;10:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;10:01;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;12:59;;x;x;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;16:30;x;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-31;RIO DE JANEIRO(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;23:59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;08/07/2016;07-0101-31;RIO DE JANEIRO(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;23:58;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;ida;07:31;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;ida;11:31;;x;x;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;ida;23:59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAวรO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;volta;10:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
