cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;30/08/2023;03-0008-61;JUAZEIRO DO NORTE(CE) - JUAZEIRO(BA);EXECUTIVO;volta;05:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;30/08/2023;03-0008-61;JUAZEIRO DO NORTE(CE) - JUAZEIRO(BA);EXECUTIVO;volta;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;30/08/2023;03-0008-61;JUAZEIRO DO NORTE(CE) - JUAZEIRO(BA);EXECUTIVO;volta;12:30;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;01/01/2016;03-0009-00;JUAZEIRO DO NORTE(CE) - JUAZEIRO(BA);CONVEN. C/ SANITมRIO;ida;08:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;01/01/2016;03-0009-00;JUAZEIRO DO NORTE(CE) - JUAZEIRO(BA);CONVEN. C/ SANITมRIO;volta;06:50;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;01/01/2016;05-0024-00;JUAZEIRO(BA) - JUAZEIRO DO NORTE(CE);CONVEN. C/ SANITมRIO;ida;12:40;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;01/01/2016;05-0024-00;JUAZEIRO(BA) - JUAZEIRO DO NORTE(CE);CONVEN. C/ SANITมRIO;volta;13:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;01/12/2017;05-0024-61;JUAZEIRO(BA) - JUAZEIRO DO NORTE(CE);EXECUTIVO;ida;06:40;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;01/12/2017;05-0024-61;JUAZEIRO(BA) - JUAZEIRO DO NORTE(CE);EXECUTIVO;ida;12:40;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;01/12/2017;05-0024-61;JUAZEIRO(BA) - JUAZEIRO DO NORTE(CE);EXECUTIVO;volta;08:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
07.175.375/0001-31;VIAวรO PERNAMBUCANA TRANSPORTE E TURISMO LTDA.;01/12/2017;05-0024-61;JUAZEIRO(BA) - JUAZEIRO DO NORTE(CE);EXECUTIVO;volta;13:00;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;06:20;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;07:30;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;09:00;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;10:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;11:30;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;12:50;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;13:10;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;15:30;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;16:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;17:10;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;18:10;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;18:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;08:10;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;09:40;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;10:35;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;12:10;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;13:30;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;13:40;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;16:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;17:10;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;17:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;18:40;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0096-20;BARRA DE SAO FRANCISCO(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;19:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/08/2016;17-0097-20;MANTENOPOLIS(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;07:20;x;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/08/2016;17-0097-20;MANTENOPOLIS(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;12:40;x;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/08/2016;17-0098-00;COLATINA(ES) - PORTO VELHO(RO);CONVEN. C/ SANITมRIO;ida;12:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/08/2016;17-0098-00;COLATINA(ES) - PORTO VELHO(RO);CONVEN. C/ SANITมRIO;volta;08:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;12/12/2019;17-0098-61;COLATINA(ES) - PORTO VELHO(RO);EXECUTIVO;ida;12:05;;x;;;;;;;;;;;;;;;;;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;12/12/2019;17-0098-61;COLATINA(ES) - PORTO VELHO(RO);EXECUTIVO;volta;08:05;;;;;;x;;;;;;;;;;;;;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0099-20;COLATINA(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;ida;07:40;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/01/2016;17-0099-20;COLATINA(ES) - MANTENA(MG);CONVEN. S/ SANITมRIO;volta;15:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/08/2016;17-0100-20;COLATINA(ES) - RESPLENDOR(MG);CONVEN. S/ SANITมRIO;ida;13:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
27.488.725/0001-27;VIAวรO PRETTI LTDA.;01/08/2016;17-0100-20;COLATINA(ES) - RESPLENDOR(MG);CONVEN. S/ SANITมRIO;volta;16:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2020;06-0433-00;JUIZ DE FORA(MG) - MIRACEMA(RJ);CONVEN. C/ SANITมRIO;ida;08:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2020;06-0433-00;JUIZ DE FORA(MG) - MIRACEMA(RJ);CONVEN. C/ SANITมRIO;ida;15:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2020;06-0433-00;JUIZ DE FORA(MG) - MIRACEMA(RJ);CONVEN. C/ SANITมRIO;volta;06:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2020;06-0433-00;JUIZ DE FORA(MG) - MIRACEMA(RJ);CONVEN. C/ SANITมRIO;volta;16:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;07:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;09:15;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;10:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;16:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;17:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;13:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;14:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;19:45;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;07/12/2016;06-9991-00;ALEM PARAIBA(MG) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;20:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0078-20;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. S/ SANITมRIO;ida;09:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0078-20;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. S/ SANITมRIO;volta;12:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0079-20;TRES RIOS(RJ) - ALEM PARAIBA(MG);CONVEN. S/ SANITมRIO;ida;17:30;x;x;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0079-20;TRES RIOS(RJ) - ALEM PARAIBA(MG);CONVEN. S/ SANITมRIO;volta;07:30;x;x;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0079-20;TRES RIOS(RJ) - ALEM PARAIBA(MG);CONVEN. S/ SANITมRIO;volta;17:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;07:30;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;12:30;x;x;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;14:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;15:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;18:00;x;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;volta;07:30;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;volta;13:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;volta;15:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;volta;18:15;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0082-60;BARRA MANSA(RJ) - JUIZ DE FORA(MG);EXECUTIVO;volta;19:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0085-60;BARRA MANSA(RJ) - CARANGOLA(MG);EXECUTIVO;ida;06:20;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0085-60;BARRA MANSA(RJ) - CARANGOLA(MG);EXECUTIVO;volta;10:10;;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0086-00;BARRA MANSA(RJ) - MANHUACU(MG);CONVEN. C/ SANITมRIO;ida;06:20;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0086-00;BARRA MANSA(RJ) - MANHUACU(MG);CONVEN. C/ SANITมRIO;volta;19:20;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;20/04/2017;07-0086-61;BARRA MANSA(RJ) - MANHUACU(MG);EXECUTIVO;ida;20:30;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;20/04/2017;07-0086-61;BARRA MANSA(RJ) - MANHUACU(MG);EXECUTIVO;volta;08:30;x;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0087-00;BARRA MANSA(RJ) - CARANGOLA(MG);CONVEN. C/ SANITมRIO;ida;20:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0087-00;BARRA MANSA(RJ) - CARANGOLA(MG);CONVEN. C/ SANITมRIO;volta;21:00;x;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0124-00;BARRA MANSA(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;07:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0124-00;BARRA MANSA(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;18:00;;x;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0124-00;BARRA MANSA(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;07:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;08/07/2016;07-0124-00;BARRA MANSA(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;18:15;x;x;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;13/11/2017;07-0156-20;COMENDADOR LEVY GASPARIAN(RJ) - JUIZ DE FORA(MG);CONVEN. S/ SANITมRIO;ida;08:45;x;;;;;;;;;;;;;;;;;;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;13/11/2017;07-0156-20;COMENDADOR LEVY GASPARIAN(RJ) - JUIZ DE FORA(MG);CONVEN. S/ SANITมRIO;volta;10:30;x;;;;;;;;;;;;;;;;;;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;06:30;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;12:00;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;15:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;15:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;ida;19:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;06:30;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;09:45;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;10:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;12:00;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;14:15;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;21/05/2018;07-0162-00;TRES RIOS(RJ) - JUIZ DE FORA(MG);CONVEN. C/ SANITมRIO;volta;19:45;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;29/06/2018;07-0162-61;TRES RIOS(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;07:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;29/06/2018;07-0162-61;TRES RIOS(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;09:00;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;29/06/2018;07-0162-61;TRES RIOS(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;12:00;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;29/06/2018;07-0162-61;TRES RIOS(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;13:15;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;29/06/2018;07-0162-61;TRES RIOS(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;14:30;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;29/06/2018;07-0162-61;TRES RIOS(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;16:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;29/06/2018;07-0162-61;TRES RIOS(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;17:30;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.404.063/0001-08;VIAวรO PROGRESSO E TURISMO S/A;29/06/2018;07-0162-61;TRES RIOS(RJ) - JUIZ DE FORA(MG);EXECUTIVO;ida;19:45;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
